district,season,crop,soil,area,rainfall,temperature,yield
Tiruppur,Kharif,Chilli,Loamy,2.43,314.6,35.2,1.04
Namakkal,Summer,Cotton,Clay,9.0,95.3,34.5,1.1
Tiruppur,Rabi,Cotton,Red,9.61,114.4,24.3,1.72
Coimbatore,Summer,Cotton,Black,11.29,22.6,22.2,1.21
Salem,Kharif,Chilli,Loamy,4.17,116.8,30.0,3.41
Vellore,Summer,Turmeric,Red,9.09,24.0,28.1,3.7
Tirunelveli,Rabi,Green Gram,Red,10.27,38.4,27.5,0.84
Namakkal,Rabi,Sunflower,Loamy,7.09,26.8,20.7,1.32
Namakkal,Summer,Turmeric,Red,3.8,44.5,29.8,3.84
Villupuram,Summer,Green Gram,Alluvial,4.88,20.8,27.1,0.96
Madurai,Kharif,Chilli,Black,8.49,276.7,35.9,1.12
Trichy,Summer,Turmeric,Clay,7.78,30.4,23.9,3.4
Thoothukudi,Rabi,Rice,Alluvial,0.57,141.8,31.6,3.97
Dindigul,Kharif,Maize,Black,3.57,264.2,41.6,1.58
Villupuram,Summer,Sunflower,Clay,4.91,53.5,41.3,0.5
Madurai,Summer,Sugarcane,Loamy,10.33,18.6,38.6,4.8
Vellore,Kharif,Black Gram,Alluvial,6.29,202.5,41.6,0.84
Erode,Rabi,Green Gram,Red,8.5,98.8,27.9,1.15
Kancheepuram,Kharif,Black Gram,Black,6.28,318.4,18.9,0.72
Namakkal,Kharif,Sunflower,Alluvial,10.84,272.4,34.1,0.69
Namakkal,Rabi,Black Gram,Red,10.99,139.9,23.3,1.08
Thanjavur,Rabi,Soybean,Black,8.42,117.9,41.0,0.92
Trichy,Summer,Banana,Loamy,3.43,101.6,18.0,4.46
Dindigul,Summer,Maize,Loamy,8.79,88.5,25.2,3.81
Madurai,Rabi,Chilli,Black,9.28,134.2,40.4,2.05
Kancheepuram,Rabi,Black Gram,Loamy,7.2,105.6,36.8,0.79
Vellore,Rabi,Sesame,Black,6.27,96.8,36.2,0.8
Tirunelveli,Kharif,Millets,Clay,10.9,136.7,41.8,0.7
Dindigul,Summer,Green Gram,Clay,2.87,99.1,40.2,0.58
Salem,Summer,Banana,Red,8.03,106.8,24.0,3.86
Salem,Kharif,Black Gram,Black,7.67,78.3,34.6,1.19
Madurai,Kharif,Banana,Alluvial,6.27,265.0,25.5,5.55
Tiruppur,Kharif,Rice,Alluvial,9.68,148.5,39.1,2.53
Tirunelveli,Summer,Maize,Loamy,7.5,39.8,20.6,2.63
Coimbatore,Summer,Black Gram,Alluvial,0.98,15.2,41.8,0.73
Namakkal,Summer,Rice,Clay,3.04,68.9,37.4,3.35
Thanjavur,Summer,Chilli,Loamy,9.87,89.0,36.7,1.71
Villupuram,Summer,Black Gram,Loamy,11.05,95.8,36.4,0.65
Trichy,Rabi,Rice,Loamy,8.44,41.1,41.9,2.57
Tirunelveli,Kharif,Rice,Red,4.87,153.3,26.3,4.18
Tirunelveli,Rabi,Millets,Clay,11.42,145.2,27.4,0.75
Salem,Kharif,Maize,Alluvial,0.75,273.7,34.6,2.03
Vellore,Kharif,Banana,Black,5.66,90.0,39.9,1.65
Thoothukudi,Kharif,Chilli,Black,10.96,272.3,41.3,0.79
Namakkal,Summer,Sugarcane,Loamy,11.81,108.4,36.7,3.66
Villupuram,Kharif,Banana,Alluvial,4.23,256.7,18.9,4.3
Salem,Kharif,Rice,Black,3.44,105.1,21.7,3.55
Thoothukudi,Kharif,Sesame,Loamy,10.28,241.3,32.3,0.39
Tirunelveli,Rabi,Sugarcane,Clay,6.27,136.1,29.3,4.4
Tiruppur,Summer,Banana,Alluvial,2.84,21.0,24.9,4.15
Madurai,Kharif,Ragi,Red,11.19,262.6,23.7,1.59
Kancheepuram,Rabi,Sunflower,Loamy,9.3,150.3,25.8,0.91
Salem,Summer,Groundnut,Clay,3.05,53.4,24.4,1.7
Kancheepuram,Kharif,Ragi,Red,3.8,281.7,34.6,1.17
Cuddalore,Kharif,Coconut,Loamy,0.96,292.7,28.1,3.76
Trichy,Rabi,Banana,Black,3.62,47.7,29.9,3.95
Madurai,Kharif,Sesame,Black,3.44,171.1,22.7,0.9
Kancheepuram,Rabi,Black Gram,Black,6.78,41.7,30.5,1.27
Kancheepuram,Summer,Cotton,Alluvial,11.22,57.3,26.1,1.39
Trichy,Summer,Soybean,Alluvial,0.75,93.6,29.3,1.5
Kancheepuram,Rabi,Groundnut,Loamy,7.98,46.7,19.8,2.01
Salem,Kharif,Banana,Clay,2.84,220.2,40.9,3.47
Dindigul,Rabi,Sunflower,Alluvial,4.83,116.3,38.5,0.94
Madurai,Rabi,Sugarcane,Black,6.29,150.2,39.1,5.29
Namakkal,Kharif,Coconut,Red,5.35,307.9,26.6,3.66
Villupuram,Summer,Ragi,Black,10.06,86.7,30.9,1.48
Tiruppur,Kharif,Green Gram,Loamy,8.11,67.0,28.9,1.25
Thoothukudi,Rabi,Sunflower,Red,10.78,44.1,40.5,0.8
Thoothukudi,Rabi,Groundnut,Black,4.27,72.5,21.5,1.62
Kancheepuram,Rabi,Cotton,Loamy,7.6,76.5,19.1,1.14
Kancheepuram,Summer,Ragi,Clay,9.52,44.4,35.3,1.16
Thoothukudi,Kharif,Cotton,Red,7.45,106.3,30.7,2.17
Thanjavur,Summer,Millets,Red,8.5,48.0,27.1,1.67
Coimbatore,Rabi,Banana,Clay,6.58,88.6,36.1,3.37
Kancheepuram,Rabi,Black Gram,Clay,7.37,83.4,21.6,0.79
Coimbatore,Summer,Sunflower,Clay,3.74,77.6,25.5,1.46
Coimbatore,Kharif,Groundnut,Black,7.39,221.7,24.2,1.27
Erode,Kharif,Sesame,Loamy,10.96,185.0,26.9,0.88
Salem,Kharif,Chilli,Alluvial,2.52,86.9,28.2,3.1
Thanjavur,Rabi,Turmeric,Red,9.07,33.5,19.7,3.72
Coimbatore,Summer,Green Gram,Black,8.14,54.7,36.6,0.75
Thoothukudi,Kharif,Sugarcane,Alluvial,11.27,139.3,23.8,5.4
Tiruppur,Rabi,Chilli,Clay,2.76,43.7,29.9,2.97
Coimbatore,Kharif,Green Gram,Clay,3.97,71.2,19.2,0.76
Thanjavur,Rabi,Groundnut,Red,1.14,109.2,19.5,2.45
Vellore,Rabi,Sugarcane,Clay,4.0,38.5,36.9,4.63
Thoothukudi,Summer,Sunflower,Loamy,11.05,48.6,20.3,1.12
Salem,Rabi,Rice,Black,9.32,127.0,24.9,3.94
Villupuram,Kharif,Rice,Clay,3.06,272.3,29.0,4.47
Tiruppur,Summer,Cotton,Red,0.61,36.6,40.9,0.8
Cuddalore,Summer,Green Gram,Red,4.37,43.8,19.0,0.85
Madurai,Summer,Coconut,Loamy,10.65,45.8,40.3,2.47
Salem,Summer,Ragi,Clay,8.71,51.6,35.8,0.95
Thanjavur,Rabi,Green Gram,Loamy,2.94,144.5,24.9,1.18
Namakkal,Kharif,Turmeric,Clay,10.05,261.0,23.9,4.83
Kancheepuram,Summer,Rice,Loamy,3.75,20.1,22.7,3.84
Tirunelveli,Rabi,Green Gram,Loamy,3.31,150.0,36.9,0.85
Salem,Summer,Millets,Black,8.47,52.2,39.9,1.39
Kancheepuram,Rabi,Sugarcane,Alluvial,2.78,78.0,22.4,4.98
Villupuram,Summer,Cotton,Black,3.16,76.5,30.0,2.11
Madurai,Rabi,Sunflower,Red,10.76,113.7,31.6,1.23
Trichy,Rabi,Sunflower,Clay,1.95,78.6,37.8,0.86
Vellore,Summer,Groundnut,Black,0.58,93.3,18.6,1.59
Thoothukudi,Summer,Turmeric,Clay,3.38,101.8,23.7,4.22
Erode,Rabi,Black Gram,Black,0.8,122.3,31.1,1.35
Vellore,Kharif,Soybean,Black,3.13,279.2,33.5,1.55
Thoothukudi,Rabi,Coconut,Loamy,6.07,26.6,30.5,2.91
Dindigul,Kharif,Sesame,Red,1.58,301.8,30.1,0.8
Trichy,Summer,Coconut,Alluvial,5.73,106.3,30.5,4.14
Erode,Kharif,Sunflower,Red,1.18,250.9,18.9,0.69
Trichy,Rabi,Black Gram,Alluvial,1.53,103.7,21.8,1.04
Trichy,Rabi,Sesame,Loamy,3.32,62.9,24.8,0.91
Trichy,Summer,Banana,Alluvial,5.67,91.6,35.9,2.75
Coimbatore,Summer,Maize,Black,11.92,40.2,25.2,3.21
Thanjavur,Summer,Cotton,Alluvial,7.32,107.0,33.0,1.26
Tirunelveli,Rabi,Millets,Loamy,2.1,148.0,27.3,1.05
Kancheepuram,Summer,Millets,Loamy,11.29,70.7,19.6,0.84
Thanjavur,Summer,Turmeric,Clay,9.25,34.9,33.5,2.86
Cuddalore,Kharif,Millets,Clay,4.1,295.9,32.3,0.81
Salem,Summer,Sesame,Red,11.72,44.1,37.4,0.78
Dindigul,Summer,Turmeric,Red,11.08,77.0,41.4,3.22
Tiruppur,Summer,Sesame,Black,4.22,75.2,32.9,0.54
Coimbatore,Kharif,Rice,Clay,10.65,105.7,40.1,3.01
Tirunelveli,Kharif,Coconut,Clay,4.48,213.1,27.3,4.08
Madurai,Summer,Groundnut,Red,2.41,53.8,41.3,1.35
Salem,Summer,Chilli,Clay,2.85,78.0,22.1,2.64
Madurai,Summer,Turmeric,Loamy,7.31,102.4,18.2,3.5
Coimbatore,Rabi,Maize,Alluvial,2.02,140.5,31.6,2.57
Coimbatore,Kharif,Turmeric,Loamy,7.37,307.0,28.5,4.26
Erode,Kharif,Rice,Red,9.04,100.4,24.8,4.16
Erode,Summer,Maize,Red,3.78,48.7,21.9,2.85
Trichy,Rabi,Rice,Alluvial,3.37,35.9,35.7,3.5
Vellore,Summer,Banana,Alluvial,7.76,42.7,21.7,4.12
Tirunelveli,Rabi,Black Gram,Black,9.03,90.1,23.9,1.56
Thanjavur,Summer,Sugarcane,Loamy,11.42,103.2,24.0,6.45
Vellore,Summer,Sunflower,Clay,1.45,38.1,22.7,0.99
Tirunelveli,Summer,Turmeric,Loamy,8.75,76.9,38.3,2.9
Dindigul,Kharif,Groundnut,Loamy,3.49,134.6,25.5,2.09
Tiruppur,Summer,Millets,Black,0.65,20.3,24.3,1.9
Villupuram,Summer,Millets,Loamy,9.54,93.7,29.7,1.24
Erode,Summer,Chilli,Black,11.67,87.1,18.7,2.4
Coimbatore,Summer,Ragi,Alluvial,7.09,102.7,21.6,1.93
Madurai,Summer,Chilli,Red,5.86,63.9,27.9,3.37
Kancheepuram,Kharif,Banana,Black,10.84,125.5,23.9,5.06
Kancheepuram,Rabi,Chilli,Clay,2.26,127.0,40.0,1.38
Thanjavur,Kharif,Green Gram,Clay,1.75,238.2,34.0,0.62
Salem,Kharif,Millets,Red,3.53,231.0,25.7,1.67
Cuddalore,Summer,Groundnut,Red,2.76,21.6,20.0,1.84
Thanjavur,Kharif,Groundnut,Alluvial,9.22,210.8,37.0,1.05
Tiruppur,Rabi,Millets,Clay,7.36,85.6,36.2,1.18
Madurai,Summer,Sunflower,Loamy,10.12,98.0,25.0,0.93
Cuddalore,Kharif,Groundnut,Black,2.95,190.5,25.7,1.81
Cuddalore,Summer,Black Gram,Alluvial,2.0,104.3,18.7,0.74
Vellore,Summer,Cotton,Alluvial,10.31,18.5,21.3,0.67
Thanjavur,Rabi,Millets,Red,4.21,146.9,36.1,0.98
Tiruppur,Kharif,Cotton,Alluvial,11.57,181.7,35.4,1.05
Thanjavur,Summer,Sesame,Alluvial,1.05,90.6,36.8,0.18
Tiruppur,Rabi,Coconut,Loamy,8.62,113.1,22.2,2.89
Namakkal,Summer,Groundnut,Loamy,10.45,34.1,38.4,0.95
Trichy,Rabi,Maize,Red,9.51,131.1,23.7,3.79
Thanjavur,Rabi,Green Gram,Alluvial,11.5,117.1,31.8,0.98
Thoothukudi,Summer,Sesame,Red,2.38,100.1,18.7,0.44
Madurai,Summer,Black Gram,Clay,10.05,27.0,18.1,0.37
Vellore,Kharif,Sesame,Loamy,10.88,299.2,40.1,0.18
Thoothukudi,Kharif,Ragi,Red,5.84,105.0,19.3,2.21
Villupuram,Summer,Sunflower,Alluvial,9.39,96.6,26.1,1.09
Villupuram,Kharif,Turmeric,Red,6.65,206.7,29.3,4.44
Thanjavur,Kharif,Black Gram,Clay,11.71,129.0,40.4,0.62
Cuddalore,Summer,Sunflower,Clay,3.73,18.1,20.2,1.0
Thanjavur,Rabi,Coconut,Red,6.82,45.4,28.5,3.42
Villupuram,Rabi,Sesame,Alluvial,8.54,90.0,34.7,0.65
Coimbatore,Rabi,Chilli,Loamy,8.38,120.7,39.2,2.31
Erode,Kharif,Cotton,Black,4.61,282.5,30.1,1.68
Cuddalore,Kharif,Maize,Clay,10.58,126.5,30.8,2.33
Coimbatore,Kharif,Chilli,Alluvial,3.92,229.6,33.8,1.53
Erode,Kharif,Maize,Red,9.97,137.5,25.0,3.71
Namakkal,Kharif,Soybean,Loamy,10.24,169.3,24.3,1.57
Tirunelveli,Rabi,Cotton,Clay,1.42,128.4,29.9,1.51
Kancheepuram,Rabi,Coconut,Black,3.94,156.0,24.0,3.14
Thanjavur,Rabi,Rice,Loamy,6.66,108.5,31.8,3.87
Erode,Rabi,Cotton,Alluvial,4.34,35.6,34.1,1.1
Coimbatore,Rabi,Banana,Alluvial,11.37,108.4,21.8,2.91
Namakkal,Kharif,Chilli,Alluvial,8.4,136.0,37.9,2.03
Thoothukudi,Kharif,Maize,Loamy,10.35,261.8,23.7,1.93
Trichy,Rabi,Green Gram,Red,6.62,95.6,41.3,0.85
Salem,Kharif,Soybean,Black,5.99,240.5,35.4,1.34
Thoothukudi,Rabi,Green Gram,Loamy,11.82,34.5,38.3,1.04
Tiruppur,Rabi,Sunflower,Clay,10.19,89.1,32.2,1.16
Erode,Kharif,Maize,Red,2.59,267.9,38.5,1.48
Thoothukudi,Kharif,Green Gram,Red,5.12,212.8,24.9,0.77
Salem,Kharif,Cotton,Clay,2.65,67.4,33.9,1.15
Kancheepuram,Kharif,Chilli,Red,1.86,123.1,29.9,2.52
Thanjavur,Summer,Ragi,Black,10.42,33.3,20.0,2.16
Dindigul,Summer,Chilli,Loamy,8.46,21.3,26.6,3.16
Namakkal,Rabi,Ragi,Loamy,3.06,52.8,27.7,1.88
Trichy,Rabi,Green Gram,Clay,9.9,145.5,32.0,0.9
Vellore,Kharif,Chilli,Red,0.84,246.3,27.4,2.12
Trichy,Rabi,Black Gram,Loamy,10.33,83.1,36.2,0.89
Coimbatore,Summer,Green Gram,Clay,9.23,15.1,22.8,0.61
Tirunelveli,Rabi,Banana,Red,5.25,125.1,29.8,4.36
Trichy,Summer,Chilli,Red,7.23,103.9,21.7,2.58
Madurai,Summer,Coconut,Red,1.4,26.3,27.1,3.36
Trichy,Summer,Black Gram,Alluvial,11.35,52.9,29.8,1.19
Villupuram,Summer,Ragi,Loamy,7.2,103.4,20.4,1.66
Thoothukudi,Rabi,Banana,Loamy,9.36,74.2,33.4,4.35
Tirunelveli,Summer,Millets,Red,5.99,32.9,25.7,1.35
Dindigul,Kharif,Coconut,Red,8.31,281.0,33.3,3.19
Tiruppur,Summer,Green Gram,Clay,6.37,43.6,40.4,0.72
Erode,Kharif,Rice,Black,3.81,133.5,38.6,2.66
Erode,Summer,Turmeric,Loamy,5.66,70.0,25.6,4.14
Coimbatore,Rabi,Groundnut,Red,7.74,141.7,18.2,1.77
Erode,Summer,Groundnut,Alluvial,6.51,71.5,26.9,2.09
Tiruppur,Summer,Coconut,Clay,4.74,99.3,25.4,3.36
Dindigul,Summer,Turmeric,Black,4.66,33.6,18.8,3.55
Dindigul,Rabi,Turmeric,Clay,4.44,30.0,41.7,1.47
Kancheepuram,Rabi,Millets,Clay,10.34,150.4,37.8,0.85
Erode,Rabi,Sesame,Loamy,3.07,145.4,26.7,0.84
Madurai,Kharif,Chilli,Alluvial,3.79,204.8,32.5,1.97
Tiruppur,Rabi,Chilli,Red,2.15,138.7,22.8,2.62
Erode,Kharif,Sugarcane,Black,11.6,285.0,20.1,5.73
Madurai,Kharif,Groundnut,Black,8.53,229.0,28.9,0.72
Salem,Summer,Turmeric,Black,1.87,38.4,19.1,2.35
Tiruppur,Kharif,Groundnut,Red,3.13,276.6,22.4,2.03
Erode,Kharif,Sugarcane,Clay,5.1,193.5,35.4,4.67
Namakkal,Kharif,Sesame,Alluvial,10.15,81.0,31.4,0.83
Salem,Kharif,Green Gram,Alluvial,10.61,202.3,19.2,0.34
Cuddalore,Summer,Sugarcane,Black,2.93,14.9,33.4,5.56
Madurai,Rabi,Soybean,Loamy,8.28,86.6,22.7,1.6
Vellore,Kharif,Sesame,Loamy,4.3,283.8,24.0,0.43
Cuddalore,Rabi,Soybean,Black,5.55,37.7,35.6,1.04
Kancheepuram,Summer,Groundnut,Black,4.9,27.9,35.9,0.94
Salem,Kharif,Turmeric,Clay,1.21,184.3,41.6,3.0
Tiruppur,Summer,Groundnut,Clay,4.1,75.2,25.7,2.01
Tirunelveli,Summer,Turmeric,Red,6.72,14.9,40.8,1.74
Vellore,Summer,Ragi,Black,6.03,82.3,23.2,2.89
Tiruppur,Summer,Sugarcane,Clay,7.03,100.1,24.4,3.7
Tiruppur,Rabi,Coconut,Clay,2.04,64.2,19.6,2.4
Erode,Rabi,Coconut,Clay,9.31,77.9,35.6,1.68
Cuddalore,Summer,Banana,Alluvial,9.34,76.3,29.9,5.36
Namakkal,Kharif,Turmeric,Clay,0.6,191.0,21.2,4.53
Tiruppur,Rabi,Sesame,Black,1.71,38.2,29.4,0.97
Trichy,Kharif,Cotton,Loamy,5.43,304.2,27.4,1.4
Dindigul,Summer,Turmeric,Clay,11.89,83.8,32.4,3.13
Erode,Kharif,Coconut,Black,5.69,237.3,38.0,2.51
Thoothukudi,Rabi,Rice,Clay,1.42,155.0,39.0,3.46
Trichy,Summer,Rice,Red,5.52,56.0,19.9,2.96
Salem,Summer,Sugarcane,Alluvial,1.12,36.4,37.7,4.17
Cuddalore,Kharif,Cotton,Red,7.19,223.6,34.0,1.47
Kancheepuram,Summer,Chilli,Clay,8.15,57.1,30.8,2.98
Vellore,Rabi,Ragi,Black,3.74,49.7,36.0,1.71
Dindigul,Kharif,Maize,Red,10.76,280.9,33.2,2.17
Coimbatore,Rabi,Groundnut,Alluvial,6.95,36.5,29.2,1.5
Tiruppur,Kharif,Turmeric,Black,10.58,263.5,20.3,3.63
Namakkal,Kharif,Maize,Clay,5.61,92.1,24.1,3.46
Kancheepuram,Summer,Rice,Clay,5.82,65.4,37.0,3.03
Vellore,Rabi,Green Gram,Loamy,10.4,22.8,20.8,0.85
Vellore,Kharif,Cotton,Black,6.34,170.8,29.2,1.85
Tiruppur,Rabi,Green Gram,Clay,8.73,141.2,21.3,0.55
Kancheepuram,Kharif,Coconut,Black,8.11,208.9,36.7,2.64
Dindigul,Summer,Groundnut,Loamy,8.23,17.4,34.5,1.46
Thanjavur,Rabi,Cotton,Alluvial,11.58,61.6,22.8,1.26
Tiruppur,Kharif,Soybean,Black,4.64,265.2,25.7,1.73
Dindigul,Rabi,Soybean,Clay,6.07,158.2,18.2,1.34
Kancheepuram,Summer,Turmeric,Clay,11.61,28.6,19.6,3.27
Villupuram,Rabi,Black Gram,Loamy,1.75,74.7,40.5,0.93
Tiruppur,Kharif,Maize,Black,5.25,242.0,36.0,1.73
Vellore,Kharif,Sunflower,Loamy,11.64,278.7,32.1,0.5
Tirunelveli,Summer,Sunflower,Clay,2.31,96.6,35.5,0.42
Trichy,Summer,Groundnut,Red,10.25,62.8,19.2,1.69
Erode,Summer,Black Gram,Clay,10.74,42.0,39.8,0.34
Dindigul,Kharif,Sesame,Alluvial,1.75,250.8,30.1,0.3
Tiruppur,Kharif,Millets,Red,3.39,101.0,25.4,1.77
Kancheepuram,Summer,Chilli,Clay,2.62,106.1,31.5,3.27
Dindigul,Rabi,Turmeric,Red,8.46,93.3,29.9,3.57
Salem,Summer,Banana,Loamy,7.39,91.0,38.3,4.07
Erode,Kharif,Sunflower,Clay,6.42,151.7,31.1,0.99
Cuddalore,Kharif,Sugarcane,Black,1.04,298.8,30.8,6.93
Tiruppur,Summer,Sesame,Loamy,4.39,19.0,26.5,0.55
Erode,Rabi,Black Gram,Clay,5.47,98.1,34.4,1.0
Dindigul,Summer,Cotton,Black,8.72,66.4,33.5,1.74
Thanjavur,Rabi,Banana,Clay,5.48,92.0,34.0,3.54
Namakkal,Kharif,Groundnut,Red,0.91,192.0,33.6,1.27
Tiruppur,Summer,Turmeric,Red,7.39,56.4,23.8,3.99
Thanjavur,Rabi,Turmeric,Black,2.62,67.7,35.2,2.33
Madurai,Rabi,Sunflower,Clay,7.33,83.3,22.1,1.41
Trichy,Summer,Rice,Loamy,2.04,34.3,22.9,2.82
Tiruppur,Summer,Rice,Alluvial,8.82,49.6,37.6,2.29
Thoothukudi,Summer,Sunflower,Loamy,4.93,45.7,38.0,0.67
Tirunelveli,Kharif,Groundnut,Alluvial,11.03,190.7,18.3,1.44
Villupuram,Summer,Cotton,Red,7.39,40.9,41.8,1.26
Villupuram,Rabi,Sunflower,Loamy,7.54,34.5,35.4,0.7
Namakkal,Summer,Black Gram,Alluvial,9.8,38.5,28.8,1.36
Erode,Rabi,Turmeric,Red,3.73,111.7,39.5,3.91
Thoothukudi,Rabi,Sunflower,Alluvial,3.36,133.7,21.1,1.55
Namakkal,Summer,Sesame,Alluvial,11.53,85.7,36.2,0.19
Vellore,Kharif,Ragi,Clay,3.36,282.9,28.3,1.15
Dindigul,Rabi,Millets,Alluvial,5.02,30.0,32.2,1.44
Vellore,Kharif,Chilli,Loamy,2.03,64.4,33.0,2.6
Trichy,Kharif,Turmeric,Black,9.77,235.4,30.9,3.8
Tirunelveli,Kharif,Black Gram,Black,7.74,177.1,33.5,1.18
Namakkal,Rabi,Sunflower,Black,3.7,109.3,31.3,1.19
Trichy,Summer,Millets,Loamy,9.22,48.0,22.2,0.8
Thoothukudi,Summer,Rice,Alluvial,0.83,37.3,36.3,2.06
Cuddalore,Rabi,Groundnut,Red,5.99,68.3,29.3,1.82
Vellore,Rabi,Coconut,Red,2.96,119.1,37.6,2.74
Villupuram,Rabi,Chilli,Alluvial,10.96,22.6,25.8,2.92
Trichy,Rabi,Cotton,Clay,6.66,129.7,41.2,0.8
Cuddalore,Rabi,Sunflower,Red,7.68,141.0,33.4,0.87
Vellore,Rabi,Millets,Alluvial,9.11,20.4,31.5,1.75
Trichy,Rabi,Turmeric,Loamy,9.6,52.1,26.2,3.64
Coimbatore,Summer,Maize,Loamy,9.15,19.3,33.8,2.64
Erode,Rabi,Banana,Black,5.4,21.9,36.9,2.68
Villupuram,Kharif,Rice,Clay,3.7,225.3,26.8,4.96
Cuddalore,Rabi,Sesame,Loamy,1.41,141.5,29.7,0.56
Tirunelveli,Summer,Cotton,Black,8.36,30.0,21.3,1.57
Thoothukudi,Kharif,Cotton,Red,9.77,87.0,33.6,1.87
Erode,Summer,Turmeric,Black,9.98,85.1,32.9,2.97
Dindigul,Summer,Rice,Alluvial,1.26,19.5,34.3,2.73
Tirunelveli,Kharif,Sunflower,Alluvial,5.79,134.6,28.1,1.34
Salem,Summer,Black Gram,Black,10.38,95.1,28.9,1.25
Dindigul,Summer,Chilli,Loamy,7.83,46.1,32.9,1.84
Salem,Rabi,Sunflower,Red,4.41,24.7,38.1,1.31
Erode,Rabi,Cotton,Alluvial,4.81,104.8,19.7,1.61
Salem,Kharif,Banana,Alluvial,2.73,196.8,32.1,4.73
Villupuram,Summer,Maize,Loamy,9.92,19.5,33.4,2.77
Namakkal,Kharif,Soybean,Alluvial,4.74,133.3,32.8,1.52
Coimbatore,Kharif,Sunflower,Black,4.7,252.9,22.0,0.99
Madurai,Summer,Banana,Clay,11.28,53.2,40.6,2.01
Madurai,Kharif,Green Gram,Clay,11.11,284.3,31.7,0.92
Erode,Kharif,Millets,Red,2.66,217.5,24.8,1.64
Namakkal,Summer,Millets,Alluvial,4.16,75.9,19.3,0.9
Trichy,Rabi,Sesame,Clay,5.19,108.5,23.7,0.88
Madurai,Summer,Green Gram,Clay,10.18,56.7,20.2,1.06
Cuddalore,Rabi,Ragi,Loamy,1.81,31.5,23.9,2.24
Dindigul,Summer,Turmeric,Red,4.19,50.8,34.4,2.91
Madurai,Kharif,Chilli,Black,8.76,213.8,34.5,1.83
Villupuram,Rabi,Turmeric,Loamy,1.09,138.5,32.9,3.19
Madurai,Summer,Banana,Clay,6.17,19.2,41.3,2.75
Tiruppur,Rabi,Maize,Loamy,4.64,89.9,31.6,2.88
Salem,Kharif,Banana,Black,5.51,226.0,21.5,3.94
Vellore,Kharif,Sunflower,Red,9.77,182.2,23.5,1.22
Tiruppur,Summer,Sunflower,Clay,10.51,106.5,37.4,0.36
Trichy,Kharif,Sesame,Red,4.84,284.9,33.0,0.58
Thanjavur,Kharif,Millets,Alluvial,8.15,197.6,29.9,1.08
Coimbatore,Kharif,Sugarcane,Clay,8.93,191.1,28.2,6.45
Tiruppur,Rabi,Millets,Alluvial,1.29,100.2,34.5,1.18
Coimbatore,Kharif,Chilli,Black,2.75,108.1,30.1,3.03
Namakkal,Summer,Maize,Loamy,6.53,53.4,34.5,2.98
Tirunelveli,Kharif,Coconut,Clay,5.19,106.1,33.1,3.27
Tiruppur,Kharif,Rice,Black,10.02,130.5,31.5,3.76
Erode,Kharif,Millets,Loamy,5.83,91.7,32.6,1.07
Kancheepuram,Summer,Banana,Red,11.73,84.5,38.0,2.42
Coimbatore,Summer,Banana,Red,11.86,71.4,37.7,2.35
Cuddalore,Summer,Sugarcane,Black,1.49,87.0,21.6,5.02
Erode,Rabi,Millets,Clay,5.5,73.1,25.7,1.69
Tiruppur,Rabi,Rice,Clay,1.62,121.1,28.9,4.36
Madurai,Kharif,Banana,Alluvial,9.24,318.5,19.0,3.9
Salem,Summer,Coconut,Red,5.76,85.2,40.0,2.59
Erode,Rabi,Ragi,Red,9.75,21.4,27.0,2.15
Dindigul,Kharif,Sugarcane,Clay,3.93,251.6,28.9,6.04
Madurai,Kharif,Ragi,Black,0.62,138.5,31.6,1.61
Erode,Summer,Sunflower,Red,4.23,83.6,22.3,1.51
Trichy,Kharif,Millets,Loamy,9.42,232.1,31.0,1.05
Dindigul,Rabi,Black Gram,Black,10.48,79.1,32.3,1.22
Erode,Summer,Coconut,Red,2.95,87.1,36.6,2.6
Erode,Rabi,Sugarcane,Clay,2.82,109.0,41.4,4.63
Thanjavur,Rabi,Green Gram,Red,1.14,59.6,26.7,1.32
Thanjavur,Kharif,Ragi,Clay,7.66,151.3,21.7,2.3
Cuddalore,Kharif,Black Gram,Clay,9.58,267.0,27.5,0.68
Namakkal,Rabi,Black Gram,Clay,4.49,118.5,26.6,1.04
Salem,Kharif,Sugarcane,Black,7.95,214.1,39.8,5.01
Tirunelveli,Summer,Black Gram,Alluvial,4.59,109.9,20.7,0.88
Coimbatore,Rabi,Millets,Loamy,6.97,74.0,37.4,0.79
Villupuram,Summer,Soybean,Clay,1.91,22.7,30.9,0.91
Erode,Summer,Chilli,Alluvial,1.96,48.9,40.0,1.18
Thoothukudi,Kharif,Coconut,Alluvial,5.63,318.5,27.8,3.14
Tirunelveli,Rabi,Banana,Red,4.71,135.0,36.8,3.56
Trichy,Rabi,Chilli,Loamy,9.42,155.8,27.8,3.26
Tirunelveli,Kharif,Millets,Red,2.56,186.8,26.1,1.03
Trichy,Kharif,Turmeric,Loamy,11.05,202.5,37.9,2.89
Thanjavur,Kharif,Cotton,Red,5.53,223.5,32.2,1.02
Tirunelveli,Kharif,Green Gram,Red,10.19,219.0,19.5,0.96
Namakkal,Summer,Sesame,Red,2.11,50.5,25.2,0.75
Thanjavur,Summer,Sunflower,Loamy,11.92,24.6,41.0,0.39
Coimbatore,Rabi,Soybean,Clay,8.08,31.0,33.7,0.84
Cuddalore,Rabi,Groundnut,Red,2.3,62.2,23.5,2.85
